Description,Exchange_Name,Commodity_Indicator,Product_Description,Future_Option_Indicator,CME__Globex__Volume,Pit_Volume,ExPit_Volume,OTC_Volume,Total_Volume,MTD_ADV,Open_Interest,trade_date
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV3,EOW3 S&P 500 CALL,O,0.0,2943.0,0.0,0.0,2943.0,1121.71428571429,15275.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4C,E-MINI S&P 500 WEDNESDAY WEEK4 PUT,O,2805.0,0.0,0.0,0.0,2805.0,3425.0,19905.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SDA,S&P 500 ANNUAL DIVIDEND INDEX FUT,F,330.0,0.0,0.0,2375.0,2705.0,1374.14285714286,75760.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV4,EOW4 S&P 500 PUT,O,0.0,2410.0,0.0,0.0,2410.0,912.714285714286,5130.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E3A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,2135.0,0.0,0.0,0.0,2135.0,1646.42857142857,6352.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN2,E-MINI NASDAQ 100 WKLY TWO CALL,O,2004.0,0.0,0.0,0.0,2004.0,1572.85714285714,440.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S3C,S&P 500 WEDNESDAY WEEK3 CALL,O,0.0,1840.0,0.0,0.0,1840.0,418.571428571429,2930.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,1801.0,0.0,0.0,0.0,1801.0,20692.8571428571,6803.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV1,EOW1 S&P 500 PUT,O,0.0,1685.0,0.0,0.0,1685.0,860.714285714286,2062.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S3C,S&P 500 WEDNESDAY WEEK3 PUT,O,0.0,1647.0,0.0,0.0,1647.0,773.714285714286,5416.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S3A,S&P 500 MONDAY WEEKLY PUT,O,0.0,1579.0,0.0,0.0,1579.0,225.571428571429,1579.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV2,EOW2 S&P 500 PUT,O,0.0,1426.0,0.0,0.0,1426.0,4422.57142857143,226.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R3E,E-MINI RUSSELL WEEK 3 CALL OPT,O,1390.0,0.0,0.0,0.0,1390.0,611.428571428571,7206.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,1279.0,0.0,0.0,0.0,1279.0,14216.7142857143,3806.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QNE,E-MINI NASDAQ 100 END OF MONTH CALL,O,1274.0,0.0,0.0,0.0,1274.0,1011.42857142857,5477.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4C,E-MINI S&P 500 WEDNESDAY WEEK4 CALL,O,1243.0,0.0,0.0,0.0,1243.0,1493.57142857143,7781.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SP,S&P 500 FUTURES,F,39.0,187.0,0.0,1000.0,1226.0,1652.71428571429,27318.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),JR,US REAL EST F,F,897.0,0.0,0.0,250.0,1147.0,1961.85714285714,38761.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E5C,E-MINI S&P 500 WEDNESDAY WEEK5 PUT,O,1120.0,0.0,0.0,0.0,1120.0,1483.42857142857,10837.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 CALL,O,1026.0,0.0,0.0,0.0,1026.0,935.571428571429,6174.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R3E,E-MINI RUSSELL WEEK 3 PUT OPT,O,1020.0,0.0,0.0,0.0,1020.0,713.857142857143,9002.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,960.0,0.0,0.0,0.0,960.0,1162.71428571429,5657.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 PUT,O,891.0,0.0,0.0,0.0,891.0,954.285714285714,10966.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAR,REAL ESTATE SELECT SECTOR FUTURES,F,60.0,0.0,0.0,824.0,884.0,673.285714285714,4591.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QNE,E-MINI NASDAQ 100 END OF MONTH PUT,O,870.0,0.0,0.0,0.0,870.0,1126.14285714286,8460.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),TPY,YEN DENOMINATED TOPIX FUTURES,F,794.0,0.0,0.0,0.0,794.0,638.0,422.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),70,BLOOMBERG COMMODITY INDEX FUTURES,F,724.0,0.0,0.0,0.0,724.0,673.857142857143,17722.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S2A,S&P 500 MONDAY WEEKLY CALL,O,0.0,712.0,0.0,0.0,712.0,697.428571428571,4882.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E5C,E-MINI S&P 500 WEDNESDAY WEEK5 CALL,O,680.0,0.0,0.0,0.0,680.0,1341.28571428571,7364.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN4,E-MINI NASDAQ 100 WKLY FOUR PUT,O,675.0,0.0,0.0,0.0,675.0,532.142857142857,2615.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV2,EOW2 S&P 500 CALL,O,0.0,644.0,0.0,0.0,644.0,1244.28571428571,0.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN4,E-MINI NASDAQ 100 WKLY FOUR CALL,O,519.0,0.0,0.0,0.0,519.0,592.714285714286,2357.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAP,E-mini S&P STAPLES F XAP FUTURE,F,63.0,0.0,0.0,403.0,466.0,817.857142857143,8058.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAK,E-mini S&P TECH F XAK FUTURE,F,413.0,0.0,0.0,0.0,413.0,439.857142857143,8481.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),GA,S&P GSCI ER INDEX FUTURES,F,0.0,0.0,0.0,408.0,408.0,204.0,33058.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAV,E-mini S&P HEALTH F XAV FUTURE,F,304.0,0.0,0.0,51.0,355.0,1130.57142857143,17470.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAU,E-mini S&P UTILITY F XAU FUTURE,F,192.0,0.0,0.0,155.0,347.0,804.0,12618.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R2E,E-MINI RUSSELL WEEK 2 PUT OPT,O,318.0,0.0,0.0,0.0,318.0,248.857142857143,0.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R2E,E-MINI RUSSELL WEEK 2 CALL OPT,O,314.0,0.0,0.0,0.0,314.0,253.0,0.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAI,E-mini S&P INDUS F XAI FUTURE,F,270.0,0.0,0.0,0.0,270.0,668.285714285714,7375.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAF,E-mini S&P FIN F XAF FUTURE,F,264.0,0.0,0.0,0.0,264.0,1210.42857142857,26504.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN1,E-MINI NASDAQ 100 WKLY ONE PUT,O,211.0,0.0,0.0,0.0,211.0,1100.42857142857,529.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAY,E-mini S&P DISCRNY F XAY FUTURE,F,191.0,0.0,0.0,0.0,191.0,335.142857142857,4899.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EI,FTSE EMERGING INDEX FUTURES,F,189.0,0.0,0.0,0.0,189.0,131.0,11.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1C,E-MINI S&P 500 WEDNESDAY WEEK1 CALL,O,186.0,0.0,0.0,0.0,186.0,206.714285714286,1436.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN1,E-MINI NASDAQ 100 WKLY ONE CALL,O,153.0,0.0,0.0,0.0,153.0,509.142857142857,373.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTM,E-MINI RUSSELL END OF MONTH PUT OPT,O,128.0,0.0,0.0,0.0,128.0,117.857142857143,1588.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1C,E-MINI S&P 500 WEDNESDAY WEEK1 PUT,O,119.0,0.0,0.0,0.0,119.0,212.571428571429,1470.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SP,S&P 500 PUT,O,0.0,118.0,0.0,0.0,118.0,1563.42857142857,35397.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAE,E-mini S&P ENRGY F XAE FUTURE,F,115.0,0.0,0.0,0.0,115.0,647.142857142857,14275.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SP,S&P 500 CALL,O,0.0,100.0,0.0,0.0,100.0,543.285714285714,8329.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RSV,EMINI RUSSELL 1000 VALUE FUTURE,F,85.0,0.0,0.0,0.0,85.0,443.428571428571,7108.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R4E,E-MINI RUSSELL WEEK 4 CALL OPT,O,54.0,0.0,0.0,0.0,54.0,25.0,126.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTO,E-MINI RUSSELL 2000 CALL OPTIONS,O,49.0,0.0,0.0,0.0,49.0,29.2857142857143,1399.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAB,E-mini S&P MATERL F XAB FUTURE,F,48.0,0.0,0.0,0.0,48.0,231.714285714286,4050.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTM,E-MINI RUSSELL END OF MONTH CALL OPT,O,46.0,0.0,0.0,0.0,46.0,42.2857142857143,1313.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RSG,EMINI RUSSELL 1000 GROWTH FUTURE,F,37.0,0.0,0.0,0.0,37.0,194.0,3986.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),BQ,E-MINI NASDAQ BIOTECH FUTURE,F,34.0,0.0,0.0,0.0,34.0,10.7142857142857,99.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),IBV,USD-DENOMINATED IBOVESPA FUTURE,F,22.0,0.0,0.0,0.0,22.0,34.4285714285714,103.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV4,EOW4 S&P 500 CALL,O,0.0,21.0,0.0,0.0,21.0,866.714285714286,6227.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RS1,EMINI RUSSELL 1000 INDEX FUTURE,F,21.0,0.0,0.0,0.0,21.0,219.428571428571,7595.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R4E,E-MINI RUSSELL WEEK 4 PUT OPT,O,17.0,0.0,0.0,0.0,17.0,83.4285714285714,533.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTO,E-MINI RUSSELL 2000 PUT OPTIONS,O,15.0,0.0,0.0,0.0,15.0,69.4285714285714,4228.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),YM,MINI $5 DOW CALL,O,14.0,0.0,0.0,0.0,14.0,24.5714285714286,494.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),YM,MINI $5 DOW PUT,O,13.0,0.0,0.0,0.0,13.0,25.1428571428571,466.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R1E,E-MINI RUSSELL WEEK 1 CALL OPT,O,9.0,0.0,0.0,0.0,9.0,102.142857142857,50.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R1E,E-MINI RUSSELL WEEK 1 PUT OPT,O,8.0,0.0,0.0,0.0,8.0,92.5714285714286,71.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),YM3,EOW3 MINI $5 DOW PUT,O,7.0,0.0,0.0,0.0,7.0,17.4285714285714,183.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),YM3,EOW3 MINI $5 DOW CALL,O,5.0,0.0,0.0,0.0,5.0,26.7142857142857,182.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAZ,E-MINI COM SERVICES SELECT SECTOR FUTURE,F,4.0,0.0,0.0,0.0,4.0,104.428571428571,6064.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),DRS,BLOOMBERG ROLL SELECT COMMODITY INDEX FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,1334.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),EYM,EOM MINI $5 DOW CALL,O,0.0,0.0,0.0,0.0,0.0,2.28571428571429,56.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),EYM,EOM MINI $5 DOW PUT,O,0.0,0.0,0.0,0.0,0.0,0.285714285714286,23.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),YM2,EOW2 MINI $5 DOW CALL,O,0.0,0.0,0.0,0.0,0.0,0.142857142857143,0.0,20200110
EQUITY INDEX,Chicago Board of Trade (STATS),YM2,EOW2 MINI $5 DOW PUT,O,0.0,0.0,0.0,0.0,0.0,2.71428571428571,0.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),BOS,BOSTON HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),CHI,CHICAGO HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),CUS,CSI HOUSING INDEX FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),CUS,CSI HOUSING INDEX PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),DEN,DENVER HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ESG,E-MINI S&P 500 ESG INDEX FUTURES,F,0.0,0.0,0.0,0.0,0.0,272.571428571429,3644.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV,EOM S&P 500 CALL,O,0.0,0.0,0.0,0.0,0.0,334.714285714286,4339.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),LAV,LAS VEGAS HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),LAX,LOS ANGELES HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),MIA,MIAMI HOUSING PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NYM,NEW YORK HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SDI,S&P 500 QUARLY DIVIDEND INDEX FUT,F,0.0,0.0,0.0,0.0,0.0,7.14285714285714,988.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SFR,SAN FRANCISCO HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SG,S&P 500/CITIGROUP GROWTH FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SU,S&P 500/CITIGROUP VALUE FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),TRI,S&P 500 TOTAL RETURN INDEX FUTURES,F,0.0,0.0,0.0,0.0,0.0,517.142857142857,233296.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),WDC,WASHINGTON D.C. HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),YP,S&P 500 EFLEX CALL,O,0.0,0.0,0.0,0.0,0.0,60.0,2400.0,20200110
EQUITY INDEX,Chicago Mercantile Exchange (STATS),YP,S&P 500 EFLEX PUT,O,0.0,0.0,0.0,0.0,0.0,60.0,2400.0,20200110
EQUITY INDEX,CME Group OTC (STATS),RRE,S&P GSCI ENHANCED ER SWAP,F,0.0,0.0,,0.0,0.0,0.0,3762.0,20200110
FX,Chicago Mercantile Exchange (STATS),EC,EURO FX FUTURE,F,163339.0,0.0,0.0,191.0,163530.0,167687.0,561465.0,20200110
FX,Chicago Mercantile Exchange (STATS),AD,AUSTRALIAN DOLLAR FUTURE,F,106706.0,0.0,0.0,87.0,106793.0,106856.714285714,163525.0,20200110
FX,Chicago Mercantile Exchange (STATS),J1,JAPANESE YEN FUTURE,F,106613.0,0.0,0.0,24.0,106637.0,145892.857142857,182494.0,20200110
FX,Chicago Mercantile Exchange (STATS),BP,BRITISH POUND FUTURE,F,82109.0,0.0,0.0,91.0,82200.0,89627.2857142857,208875.0,20200110
FX,Chicago Mercantile Exchange (STATS),C1,CANADIAN DOLLAR FUTURE,F,73123.0,0.0,0.0,307.0,73430.0,75360.2857142857,199002.0,20200110
FX,Chicago Mercantile Exchange (STATS),MP,MEXICAN PESO FUTURE,F,37500.0,0.0,0.0,0.0,37500.0,42922.2857142857,295282.0,20200110
FX,Chicago Mercantile Exchange (STATS),E1,SWISS FRANC FUTURE,F,24414.0,0.0,0.0,501.0,24915.0,28960.8571428571,50261.0,20200110
FX,Chicago Mercantile Exchange (STATS),NE,NEW ZEALAND DOLLAR FUTURE,F,20086.0,0.0,0.0,0.0,20086.0,24989.4285714286,54248.0,20200110
FX,Chicago Mercantile Exchange (STATS),EUU,EUR/USD MONTHLY OPTIONS ,O,13706.0,0.0,0.0,0.0,13706.0,12320.7142857143,151247.0,20200110
FX,Chicago Mercantile Exchange (STATS),3EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 3,O,8793.0,0.0,0.0,0.0,8793.0,2088.0,12476.0,20200110
FX,Chicago Mercantile Exchange (STATS),M6E,MICRO EUR/USD FUTURE,F,7150.0,0.0,0.0,0.0,7150.0,8133.71428571429,8981.0,20200110
FX,Chicago Mercantile Exchange (STATS),3JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 3,O,5904.0,0.0,0.0,0.0,5904.0,1390.28571428571,9492.0,20200110
FX,Chicago Mercantile Exchange (STATS),GBU,GBP/USD MONTHLY OPTIONS ,O,5773.0,0.0,0.0,0.0,5773.0,5744.28571428571,75301.0,20200110
FX,Chicago Mercantile Exchange (STATS),JPU,JPY/USD MONTHLY OPTIONS ,O,4742.0,0.0,0.0,0.0,4742.0,7166.28571428571,66749.0,20200110
FX,Chicago Mercantile Exchange (STATS),M6A,MICRO AUD/USD FUTURE,F,4519.0,0.0,0.0,0.0,4519.0,4591.28571428571,6631.0,20200110
FX,Chicago Mercantile Exchange (STATS),BR,BRAZILIAN REAL FUTURE,F,3473.0,0.0,0.0,0.0,3473.0,4750.57142857143,36921.0,20200110
FX,Chicago Mercantile Exchange (STATS),RU,RUSSIAN RUBLE FUTURE,F,3192.0,0.0,0.0,0.0,3192.0,2593.28571428571,54975.0,20200110
FX,Chicago Mercantile Exchange (STATS),ADU,AUD/USD MONTHLY OPTIONS ,O,3091.0,0.0,0.0,0.0,3091.0,3468.28571428571,43072.0,20200110
FX,Chicago Mercantile Exchange (STATS),RA,SOUTH AFRICAN RAND FUTURE,F,3036.0,0.0,0.0,0.0,3036.0,2404.28571428571,19174.0,20200110
FX,Chicago Mercantile Exchange (STATS),E7,E-MINI EURO FX FUTURE,F,2773.0,0.0,0.0,0.0,2773.0,2778.14285714286,16571.0,20200110
FX,Chicago Mercantile Exchange (STATS),RP,EC/BP CROSS RT FUTURE,F,2588.0,0.0,0.0,0.0,2588.0,2246.57142857143,22884.0,20200110
FX,Chicago Mercantile Exchange (STATS),3CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 3,O,2419.0,0.0,0.0,0.0,2419.0,839.285714285714,5609.0,20200110
FX,Chicago Mercantile Exchange (STATS),2EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 2,O,2060.0,0.0,0.0,0.0,2060.0,2341.28571428571,0.0,20200110
FX,Chicago Mercantile Exchange (STATS),SIR,INR/USD FUTURE,F,1911.0,0.0,0.0,10.0,1921.0,1484.71428571429,2121.0,20200110
FX,Chicago Mercantile Exchange (STATS),CAU,CAD/USD MONTHLY OPTIONS ,O,1715.0,0.0,0.0,0.0,1715.0,2136.0,40504.0,20200110
FX,Chicago Mercantile Exchange (STATS),M6B,MICRO GBP/USD FUTURE,F,1701.0,0.0,0.0,0.0,1701.0,2076.0,3609.0,20200110
FX,Chicago Mercantile Exchange (STATS),WE4,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,481.0,0.0,0.0,1000.0,1481.0,515.571428571429,4158.0,20200110
FX,Chicago Mercantile Exchange (STATS),4EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 4,O,1257.0,0.0,0.0,0.0,1257.0,469.571428571429,4579.0,20200110
FX,Chicago Mercantile Exchange (STATS),WE3,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,1074.0,0.0,0.0,0.0,1074.0,468.571428571429,3425.0,20200110
FX,Chicago Mercantile Exchange (STATS),RF,EC/SF CROSS RT FUTURE,F,889.0,0.0,0.0,0.0,889.0,1265.85714285714,11483.0,20200110
FX,Chicago Mercantile Exchange (STATS),RY,EC/JY CROSS RT FUTURE,F,860.0,0.0,0.0,2.0,862.0,1772.57142857143,23485.0,20200110
FX,Chicago Mercantile Exchange (STATS),2CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 2,O,831.0,0.0,0.0,0.0,831.0,1222.57142857143,0.0,20200110
FX,Chicago Mercantile Exchange (STATS),MCD,MICRO CAD/USD FUTURE,F,809.0,0.0,0.0,0.0,809.0,1031.0,2608.0,20200110
FX,Chicago Mercantile Exchange (STATS),3AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 3,O,790.0,0.0,0.0,0.0,790.0,263.0,3441.0,20200110
FX,Chicago Mercantile Exchange (STATS),WJ4,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,723.0,0.0,0.0,0.0,723.0,258.714285714286,1508.0,20200110
FX,Chicago Mercantile Exchange (STATS),MJY,MICRO JPY/USD FUTURE,F,697.0,0.0,0.0,0.0,697.0,919.428571428572,1115.0,20200110
FX,Chicago Mercantile Exchange (STATS),WA5,AUD/USD WEEKLY WEDNESDAY OPTIONS - WK 5,O,665.0,0.0,0.0,0.0,665.0,105.0,715.0,20200110
FX,Chicago Mercantile Exchange (STATS),WE1,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 1,O,613.0,0.0,0.0,0.0,613.0,87.5714285714286,613.0,20200110
FX,Chicago Mercantile Exchange (STATS),5EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 5,O,531.0,0.0,0.0,0.0,531.0,213.142857142857,1594.0,20200110
FX,Chicago Mercantile Exchange (STATS),2JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 2,O,522.0,0.0,0.0,0.0,522.0,2231.71428571429,0.0,20200110
FX,Chicago Mercantile Exchange (STATS),3BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 3,O,492.0,0.0,0.0,0.0,492.0,146.428571428571,2488.0,20200110
FX,Chicago Mercantile Exchange (STATS),5BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 5,O,477.0,0.0,0.0,0.0,477.0,143.142857142857,1018.0,20200110
FX,Chicago Mercantile Exchange (STATS),CHU,CHF/USD MONTHLY OPTIONS ,O,434.0,0.0,0.0,0.0,434.0,624.285714285714,10161.0,20200110
FX,Chicago Mercantile Exchange (STATS),WD3,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,422.0,0.0,0.0,0.0,422.0,179.285714285714,1613.0,20200110
FX,Chicago Mercantile Exchange (STATS),CNH,USD/OFFSHORE RMB (CNH) FUTURE,F,399.0,0.0,0.0,0.0,399.0,787.571428571429,1748.0,20200110
FX,Chicago Mercantile Exchange (STATS),5AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 5,O,272.0,0.0,0.0,0.0,272.0,125.0,908.0,20200110
FX,Chicago Mercantile Exchange (STATS),WD4,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,272.0,0.0,0.0,0.0,272.0,140.571428571429,974.0,20200110
FX,Chicago Mercantile Exchange (STATS),J7,E-MINI JAPANESE YEN FUTURE,F,267.0,0.0,0.0,0.0,267.0,749.0,544.0,20200110
FX,Chicago Mercantile Exchange (STATS),CA,EC/AD CROSS RT FUTURE,F,265.0,0.0,0.0,0.0,265.0,207.142857142857,1457.0,20200110
FX,Chicago Mercantile Exchange (STATS),2AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 2,O,254.0,0.0,0.0,0.0,254.0,672.571428571429,0.0,20200110
FX,Chicago Mercantile Exchange (STATS),UN,NOK FUTURE,F,245.0,0.0,0.0,6.0,251.0,294.857142857143,2426.0,20200110
FX,Chicago Mercantile Exchange (STATS),4JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 4,O,224.0,0.0,0.0,0.0,224.0,62.8571428571429,1605.0,20200110
FX,Chicago Mercantile Exchange (STATS),5CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 5,O,224.0,0.0,0.0,0.0,224.0,193.0,1887.0,20200110
FX,Chicago Mercantile Exchange (STATS),4BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 4,O,219.0,0.0,0.0,0.0,219.0,226.142857142857,2033.0,20200110
FX,Chicago Mercantile Exchange (STATS),WJ3,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,214.0,0.0,0.0,0.0,214.0,357.285714285714,2346.0,20200110
FX,Chicago Mercantile Exchange (STATS),4AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 4,O,201.0,0.0,0.0,0.0,201.0,135.142857142857,1513.0,20200110
FX,Chicago Mercantile Exchange (STATS),WD5,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 5,O,200.0,0.0,0.0,0.0,200.0,43.0,301.0,20200110
FX,Chicago Mercantile Exchange (STATS),SE,SEK FUTURE,F,179.0,0.0,0.0,17.0,196.0,283.142857142857,1664.0,20200110
FX,Chicago Mercantile Exchange (STATS),4CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 4,O,188.0,0.0,0.0,0.0,188.0,74.4285714285714,1338.0,20200110
FX,Chicago Mercantile Exchange (STATS),AJ,AD/JY CROSS RT FUTURE,F,184.0,0.0,0.0,0.0,184.0,91.2857142857143,594.0,20200110
FX,Chicago Mercantile Exchange (STATS),MSF,MICRO CHF/USD FUTURE,F,181.0,0.0,0.0,0.0,181.0,286.285714285714,417.0,20200110
